Quartile,Id,Extracted Code,Code with Inline Comments,Accurayc,Adequacy,Conciseness,Usefulness
,61521737,"@GetMapping(""/downloadById.{id}/{fileName}"")
@ResponseBody
public ResponseEntity<StreamingResponseBody> downloadById(@PathVariable(""id"") int id) {
    final MultipartFile file = fileUtils.getMultiPartFileById(id, fileName, mimeType);

    final HttpHeaders headers = new HttpHeaders();
    headers.setContentType(MediaType.parseMediaType(mimeType));
    headers.setContentLength(file.getBytes().length);
    headers.setContentDisposition(ContentDisposition.builder(""inline"").filename(fileName).build());
    final StreamingResponseBody ret = out -> {
        out.write(file.getBytes());
    };

    return new ResponseEntity<>(ret, headers, HttpStatus.OK);
}
","```java
@GetMapping(""/downloadById.{id}/{fileName}"")
@ResponseBody
public ResponseEntity<StreamingResponseBody> downloadById(@PathVariable(""id"") int id) {
    // Retrieve the multipart file with the given id and file name
    final MultipartFile file = fileUtils.getMultiPartFileById(id, fileName, mimeType);

    // Set the response headers
    final HttpHeaders headers = new HttpHeaders();
    headers.setContentType(MediaType.parseMediaType(mimeType));
    headers.setContentLength(file.getBytes().length);
    headers.setContentDisposition(ContentDisposition.builder(""inline"").filename(fileName).build());

    // Create a streaming response body to write the file contents
    final StreamingResponseBody ret = out -> {
        // Write the file bytes to the output stream
        out.write(file.getBytes());
    };

    // Return the response entity with the headers and the streaming body
    return new ResponseEntity<>(ret, headers, HttpStatus.OK);
}
```",5,4,4,4
,54543505,"public static Color[][] doOperation(Color[][] imageArray) {
    int multiplier = 2;
    Color[][] newArray = new Color[imageArray.length*2][imageArray[0].length*2];

    for(int i = 0; i < newArray.length; i++)
        for(int j = 0; j < newArray[0].length; j++) {
            newArray[i][j] = imageArray[i/multiplier][j/multiplier];
        }
    return newArray;
}
","```java
public static Color[][] doOperation(Color[][] imageArray) {
    // Set the multiplier value for resizing the image
    int multiplier = 2;

    // Create a new 2D array with the resized dimensions
    Color[][] newArray = new Color[imageArray.length * multiplier][imageArray[0].length * multiplier];

    for (int i = 0; i < newArray.length; i++) {
        for (int j = 0; j < newArray[0].length; j++) {
            // Assign the value from the original array to the new array, scaled by the multiplier
            newArray[i][j] = imageArray[i / multiplier][j / multiplier];
        }
    }

    return newArray;
}
```",4,3,4,4
,47091039,"public class QuantitySerializer<Q extends Quantity<Q>> extends JsonSerializer<Quantity<Q>> {

    @Override
    public void serialize(Quantity<Q> value, JsonGenerator gen, SerializerProvider serializers) throws IOException {
        gen.writeStartObject();
        try {
           gen.writeNumberField(""value"", value.getValue().intValue());
           gen.writeStringField(""unit"", value.getUnit().toString());
        } catch (NullPointerException e) {}
        gen.writeEndObject();
    }
}
","```java
public class QuantitySerializer<Q extends Quantity<Q>> extends JsonSerializer<Quantity<Q>> {

    @Override
    public void serialize(Quantity<Q> value, JsonGenerator gen, SerializerProvider serializers) throws IOException {
        gen.writeStartObject(); // Start writing the JSON object
        try {
            gen.writeNumberField(""value"", value.getValue().intValue()); // Write the value as a number
            gen.writeStringField(""unit"", value.getUnit().toString()); // Write the unit as a string
        } catch (NullPointerException e) {} // Catch and ignore any null values
        gen.writeEndObject(); // End writing the JSON object
    }
}
```",5,4,4,5
,40861136," ListAdapter listadp = listview.getAdapter();
       if (listadp != null) {
           int totalHeight = 0;
           for (int i = 0; i < listadp.getCount(); i++) {
               View listItem = listadp.getView(i, null, listview);
               listItem.measure(0, 0);
               totalHeight += listItem.getMeasuredHeight();
           }
           ViewGroup.LayoutParams params = listview.getLayoutParams();
           params.height = totalHeight + (listview.getDividerHeight() * (listadp.getCount() - 1));
           listview.setLayoutParams(params);
           listview.requestLayout();
","```java
ListAdapter listadp = listview.getAdapter(); // Get the adapter associated with the listview
if (listadp != null) { // Check if the adapter is not null
    int totalHeight = 0; // Initialize the total height of the listview
    for (int i = 0; i < listadp.getCount(); i++) { // Iterate through the adapter to get the height of each item
        View listItem = listadp.getView(i, null, listview); // Get the view for the current item
        listItem.measure(0, 0); // Measure the view to get its height
        totalHeight += listItem.getMeasuredHeight(); // Add the height of the current item to the total height
    }
    ViewGroup.LayoutParams params = listview.getLayoutParams(); // Get the layout params of the listview
    params.height = totalHeight + (listview.getDividerHeight() * (listadp.getCount() - 1)); // Set the height of the listview to the total height of the items plus the height of the dividers
    listview.setLayoutParams(params); // Set the layout params back to the listview
    listview.requestLayout(); // Request a layout update to apply the new height
}
```",5,4,5,5
,50576446,"public class A {

private static final Set<Class<? extends A>> INSTANCE_HOLDER = new HashSet<>();

public A() {
    if (INSTANCE_HOLDER.contains(this.getClass()))
        throw new RuntimeException(""can't create more than one instance."");

    INSTANCE_HOLDER.add(this.getClass());
}
}
","```java
public class A {

    // Set to hold classes of all instances of A
    private static final Set<Class<? extends A>> INSTANCE_HOLDER = new HashSet<>();

    public A() {
        // Check if an instance of this class already exists
        if (INSTANCE_HOLDER.contains(this.getClass()))
            // Throw an exception if an instance already exists
            throw new RuntimeException(""can't create more than one instance."");

        // Add the class of this instance to the set
        INSTANCE_HOLDER.add(this.getClass());
    }
}
```",5,4,4,5
,24774917,"import java.math.BigDecimal;
import java.util.Scanner;


public class home {

public static void main(String[] args) {
  Scanner scan = new Scanner(System.in); 
  BigDecimal bg1 = scan.nextBigDecimal();
  BigDecimal bg2 = scan.nextBigDecimal();

  System.out.println(""Result is "" + bg1.add(bg2));
 } 
}
","import java.math.BigDecimal; // Importing the BigDecimal class from java.math package
import java.util.Scanner;   // Importing the Scanner class from java.util package

public class home {          // Defining the home class

  public static void main(String[] args) { // Defining the main method
    Scanner scan = new Scanner(System.in); // Creating a Scanner object scan that reads input from the console

    // Reading the first BigDecimal value using the nextBigDecimal() method of the Scanner object
    BigDecimal bg1 = scan.nextBigDecimal(); 

    // Reading the second BigDecimal value using the nextBigDecimal() method of the Scanner object
    BigDecimal bg2 = scan.nextBigDecimal(); 

    // Printing out the result of the addition using the add() method of the BigDecimal class
    System.out.println(""Result is "" + bg1.add(bg2)); 
  }
}",5,5,4,4
,60366809,"@JsonInclude(JsonInclude.Include.NON_NULL)
public class ReportRequest {

  @NotNull
  private String startDate;

  @NotNull
  private String endDate;

  private Integer userId;

  private Integer type;

 }
","@JsonInclude(JsonInclude.Include.NON_NULL) // Specifies that fields with null values should be excluded from JSON serialization
public class ReportRequest {

  @NotNull // Specifies that the field cannot be null
  private String startDate;

  @NotNull // Specifies that the field cannot be null
  private String endDate;

  private Integer userId; // User ID

  private Integer type; // Report type
 }",5,5,4,4
,15111644,"CriteriaQuery<Tuple> cq = builder.createTupleQuery();
Root<Company> company = cq.from(Company.class);
Join<Company, Asset> secondTable = company.join(""assets"", JoinType.LEFT);
cq.multiselect(company.<String>get(""id"").alias(""id""), builder.count(secondTable).alias(""assetCount""));
cq.groupBy( company.<Long>get(""id"") );

Query query = em.createQuery(cq);
List<Tuple> results = query.getResultList();
","CriteriaQuery<Tuple> cq = builder.createTupleQuery(); // Create a new tuple query
Root<Company> company = cq.from(Company.class); // Specify the root entity of the query
Join<Company, Asset> secondTable = company.join(""assets"", JoinType.LEFT); // Join to the 'assets' association with a left outer join
cq.multiselect(company.<String>get(""id"").alias(""id""), builder.count(secondTable).alias(""assetCount"")); // Specify the columns to be returned in the result
cq.groupBy( company.<Long>get(""id"") ); // Group the results by the 'id' property.

Query query = em.createQuery(cq); // Create a new query from the criteria query
List<Tuple> results = query.getResultList(); // Execute the query and get the results as a list of tuples",5,4,4,5
,14309221,"public static boolean rectangleCircleIntersection(RectangleRegion rect, CircularRegion circle, int padding) {
    int paddedRadius = circle.getRadius() + padding;
    int circleDistance_x = PsyMath.abs((circle.getX()+paddedRadius) - (rect.getX()+rect.getWidth()/2));
    int circleDistance_y = PsyMath.abs((circle.getY()+paddedRadius) - (rect.getY()+rect.getHeight()/2));

    if (circleDistance_x > (rect.getWidth()/2 + paddedRadius)) { return false; }
    if (circleDistance_y > (rect.getHeight()/2 + paddedRadius)) { return false; }

    if (circleDistance_x <= (rect.getWidth()/2)) { return true; } 
    if (circleDistance_y <= (rect.getHeight()/2)) { return true; }

    int cornerDistance_sq = (int)Math.pow((circleDistance_x - rect.getWidth()/2),2) +
                         (int)Math.pow((circleDistance_y - rect.getHeight()/2),2);

    return (cornerDistance_sq <= (int)Math.pow(paddedRadius,2));
}
","```java
public static boolean rectangleCircleIntersection(RectangleRegion rect, CircularRegion circle, int padding) {
    // Padding radius includes padding
    int paddedRadius = circle.getRadius() + padding;

    // Calculating distance between circle and rectangle
    int circleDistance_x = Math.abs((circle.getX() + paddedRadius) - (rect.getX() + rect.getWidth() / 2));
    int circleDistance_y = Math.abs((circle.getY() + paddedRadius) - (rect.getY() + rect.getHeight() / 2));

    // Checking if circle is outside of rectangle
    if (circleDistance_x > (rect.getWidth() / 2 + paddedRadius)) {
        return false;
    }
    if (circleDistance_y > (rect.getHeight() / 2 + paddedRadius)) {
        return false;
    }

    // Checking if circle is inside rectangle
    if (circleDistance_x <= (rect.getWidth() / 2)) {
        return true;
    }
    if (circleDistance_y <= (rect.getHeight() / 2)) {
        return true;
    }

    // Calculating squared distance between circle and closest corner of rectangle
    int cornerDistance_sq = (int) Math.pow((circleDistance_x - rect.getWidth() / 2), 2) + (int) Math.pow((circleDistance_y - rect.getHeight() / 2), 2);

    // Checking if circle intersects with corner of rectangle
    return (cornerDistance_sq <= (int) Math.pow(paddedRadius, 2));
}
```",5,4,4,4
,30800767,"float lastX, lastY;

if(sprite.getY()>=700){
  lastX = sprite.getX();
  lastY = sprite.getY();
  enemyIterator.remove();
  Pools.free(sprite);
}

System.out.println(""Removed sprite coordinates where: "" + lastX + "", "" + lastY);
","float lastX, lastY; // Declare variables lastX and lastY to store the coordinates of the sprite before it is removed

if (sprite.getY() >= 700) { // Check if the sprite's y-coordinate is greater than or equal to 700
  lastX = sprite.getX(); // Store the sprite's x-coordinate in lastX
  lastY = sprite.getY(); // Store the sprite's y-coordinate in lastY
  enemyIterator.remove(); // Remove the sprite from the enemy iterator
  Pools.free(sprite); // Free the sprite from the object pool
}

// Print the removed sprite's coordinates for informational purposes
System.out.println(""Removed sprite coordinates where: "" + lastX + "", "" + lastY);",5,4,4,5
,39877996," public void addItem(final ArrayList<String> list,int h) {

    final int oldsize = items.size();
    for (int i=list.size()-1; i>=0 ;i--){
        items.add(0,list.get(i));
    }

    activity.runOnUiThread(new Runnable() {
        @Override
        public void run() {
            notifyItemRangeInserted(0,items.size()-oldsize);
        }
    });

}
","```java
public void addItem(final ArrayList<String> list,int h) {

    // Store the initial size of the items list
    final int oldsize = items.size();

    // Add all elements from the list to the beginning of the items list
    for (int i=list.size()-1; i>=0 ;i--){
        items.add(0,list.get(i));
    }

    // Run the code in the UI thread to update the adapter
    activity.runOnUiThread(new Runnable() {
        @Override
        public void run() {
            // Notify that the items in range [0, items.size()-oldsize) have been inserted
            notifyItemRangeInserted(0,items.size()-oldsize);
        }
    });

}
```",5,4,5,5
,16921536,"if (evt.getKeyCode() == 10) {
  try {
    int offset=ta.getLineOfOffset(ta.getCaretPosition());
    int start=ta.getLineStartOffset(offset);
    int end=ta.getLineEndOffset(offset);

    System.out.println(""Text: ""+ta.getText(start, (end-start)));                
  } catch (BadLocationException ex) {
    System.out.println(ex.getMessage());
  }
}
","if (evt.getKeyCode() == 10) { // check if the Enter key is pressed
  try {
    int offset = ta.getLineOfOffset(ta.getCaretPosition()); // get the current cursor position in the textarea
    int start = ta.getLineStartOffset(offset); // get the start of the line where the cursor is
    int end = ta.getLineEndOffset(offset); // get the end of the line where the cursor is

    System.out.println(""Text: "" + ta.getText(start, (end - start))); // print the text of the selected line
  } catch (BadLocationException ex) {
    System.out.println(ex.getMessage()); // handle any exception that may occur
  }
}",5,4,5,4
,12324249,"public static void main(String[] args) {
    Scanner sc = new Scanner(System.in);

    String word8 = sc.nextLine();
    String word9 = sc.nextLine();
    int index = word8.indexOf(word9);
    sc.close();
    int occurrences = 0;
    while (index != -1) {
        occurrences++;
        word8 = word8.substring(index + 1);
        index = word8.indexOf(word9);
    }
    System.out.println(""No of "" + word9 + "" in the input is : "" + occurrences);
}
","```java
public static void main(String[] args) {
    Scanner sc = new Scanner(System.in);

    String word8 = sc.nextLine(); // Reads the first input string from the user
    String word9 = sc.nextLine(); // Reads the second input string from the user
    int index = word8.indexOf(word9); // Finds the first occurrence of word9 in word8
    sc.close(); 
    
    int occurrences = 0; // Initializes a counter to count the occurrences of word9 in word8
    while (index != -1) { // Loops until there are no more occurrences of word9 in word8
        occurrences++; // Increments the counter
        word8 = word8.substring(index + 1); // Updates word8 to the substring after the occurrence of word9
        index = word8.indexOf(word9); // Finds the next occurrence of word9 in word8
    }
    System.out.println(""No of "" + word9 + "" in the input is : "" + occurrences); // Prints the count of occurrences
}
```",4,4,4,5
,60205608,"val openConnection = URL(url).openConnection()

val bytes = if (openConnection.contentEncoding == ""gzip"") {
    GZIPInputStream(openConnection.getInputStream()).readBytes()
} else {
    openConnection.getInputStream().readBytes()
}
val file = File(""e:\\text.jpg"")
file.writeBytes(bytes)
","val openConnection = URL(url).openConnection() // Open a connection to the given url

val bytes = if (openConnection.contentEncoding == ""gzip"") {
    // If the content encoding is ""gzip""
    GZIPInputStream(openConnection.getInputStream()).readBytes() // Decompress the gzipped content
} else {
    openConnection.getInputStream().readBytes() // Read the content as bytes
}
val file = File(""e:\\text.jpg"") // Create a file object for the target file
file.writeBytes(bytes) // Write the bytes to the file",5,5,5,5
,31775071,"Shell shell = ... current shell

FileDialog fileDialog = new FileDialog(shell, SWT.SAVE);

fileDialog.setFilterExtensions(new String [] {""*.png"", ""*.*""});

fileDialog.setFilterPath(.... any default path you want ....);

String filePath = fileDialog.open();



File file = new File(filePath);

ChartUtilities.saveChartAsPNG(file, calidad, chart, 800, 600);
","```java
FileDialog fileDialog = new FileDialog(shell, SWT.SAVE); // Create a file dialog for saving

fileDialog.setFilterExtensions(new String [] {""*.png"", ""*.*""}); // Set file filter extensions

fileDialog.setFilterPath(.... any default path you want ....); // Set the default filter path

String filePath = fileDialog.open(); // Open the file dialog and get the selected file path

if (filePath != null) { // If a file was selected
    File file = new File(filePath); // Create a file object from the selected file path

    ChartUtilities.saveChartAsPNG(file, calidad, chart, 800, 600); // Save the chart as a PNG file
}
```",5,5,5,5
,45894144,"public synchronized void foo() {

}

public void bar() {
    synchronized (this) {

    }
}
","```java
// Synchronizes the current thread on the lock object 'this'
public synchronized void foo() {

}

// Synchronizes the current thread on the lock object 'this'
public void bar() {
    // Synchronizes the current thread on the lock object 'this'
    synchronized (this) {

    }
}
```",5,4,4,4
,9423898,"PersistenceManager pm = getPersistenceManager();
try {
    q = pm.newQuery(MyObject.class, query);
    List<MyObject> objects = (List<MyObject>) q.execute();
    pm.currentTransaction().begin(); 
    for (MyObject object: objects) {
        object.setMyField(newValue);
    }
    pm.currentTransaction().commit(); 
    System.out.println(objects); 
} finally {
    pm.close();
}
","```java
// Get a PersistenceManager.
PersistenceManager pm = getPersistenceManager();
try {
    // Create a new query for MyObject class.
    q = pm.newQuery(MyObject.class, query);
    // Execute the query and get the results.
    List<MyObject> objects = (List<MyObject>) q.execute();
    // Start a new transaction.
    pm.currentTransaction().begin(); 
    // Iterate over the results and update the objects.
    for (MyObject object: objects) {
        // Set the value of myField for each object.
        object.setMyField(newValue);
    }
    // Commit the transaction.
    pm.currentTransaction().commit(); 
    // Print the updated objects.
    System.out.println(objects); 
} finally {
    // Close the PersistenceManager.
    pm.close();
}
```",4,4,4,4
,18167427,"class YourClass {
    String mIpAddress;

    

    void yourMethod() {
        
        ipAddress = total;
    }
}
","class YourClass {
    String mIpAddress;
    // Variable to store the IP address

    void yourMethod() {
        String total = ""192.168.1.1""; // Assume this is the IP address
        ipAddress = total; // Assigning the IP address to the variable
    }
}",5,4,5,5
,17263133,"function string.uchar(c, ...)
    if c then
        local t, h, s = {}, 128, string.uchar(...)
        while c >= h do
            t[#t+1] = 128 + c%64
            c = math.floor(c/64)
            h = h > 32 and 32 or h/2
        end
        t[#t+1] = 256 - 2*h + c
        return s.char((table.unpack or unpack)(t)):reverse()..s
    else
        return ''
    end
end
","```java
function string.uchar(c, ...)
    if c then
        -- Create a table to store the encoded characters
        local t, h, s = {}, 128, string.uchar(...)

        -- Encode the characters and add them to the table
        while c >= h do
            -- Add the encoded character to the table
            t[#t+1] = 128 + c%64

            -- Update the current character and the maximum value for the next character
            c = math.floor(c/64)
            h = h > 32 and 32 or h/2
        end

        -- Add the last character to the table
        t[#t+1] = 256 - 2*h + c

        -- Convert the table of encoded characters to a string and reverse it
        return s.char((table.unpack or unpack)(t)):reverse()..s
    else
        return ''
    end
end
```",5,5,3,5
,62010195,"@Configuration
public class RepositoryConfigurationBean implements BeanFactoryPostProcessor {

    @Override
    public void postProcessBeanFactory(ConfigurableListableBeanFactory configurableListableBeanFactory) throws BeansException {
        try {


            configurableListableBeanFactory.registerSingleton(""abc"", X1.class.getConstructor().newInstance());
        } catch (InstantiationException | IllegalAccessException | InvocationTargetException | NoSuchMethodException e) {
            e.printStackTrace();
        }
   }
","```java
@Configuration
public class RepositoryConfigurationBean implements BeanFactoryPostProcessor {

    @Override
    public void postProcessBeanFactory(ConfigurableListableBeanFactory configurableListableBeanFactory) throws BeansException {
        try {
            // Register a singleton bean with the name ""abc"" and the instance of the class X1
            configurableListableBeanFactory.registerSingleton(""abc"", X1.class.getConstructor().newInstance());
        } catch (InstantiationException | IllegalAccessException | InvocationTargetException | NoSuchMethodException e) {
            e.printStackTrace();
        }
    }
}
```",5,5,5,5
,37287430,"            try {
            String content = """";
            Connection conn = DriverManager.getConnection( Host, Name, Pass );  
            PreparedStatement pst = conn.prepareStatement(""SELECT * From `news_1`"");
            ResultSet rs = pst.executeQuery();
            while(rs.next()) {
                content = content + rs.getString(""title"") + ""\n"";
                content = content + rs.getString(""content"") + ""\n"";
                content = content + ""\n"";
            }
            textArea.setText(content);
        } 
        catch (Exception e) {
        }
","          try {
            // Declares a string variable to store the news content
            String content = """";
            // Establishes a connection to the database
            Connection conn = DriverManager.getConnection( Host, Name, Pass );  
            // Prepares a statement to select all rows from the ""news_1"" table
            PreparedStatement pst = conn.prepareStatement(""SELECT * From `news_1`"");
            // Executes the query and stores the result in a ResultSet
            ResultSet rs = pst.executeQuery();
            // Iterates through the ResultSet and appends the title and content of each news item to the content string
            while(rs.next()) {
                content = content + rs.getString(""title"") + ""\n"";
                content = content + rs.getString(""content"") + ""\n"";
                content = content + ""\n"";
            }
            // Sets the text of the text area to the content string
            textArea.setText(content);
        } 
        // Catches any exceptions that may occur while executing the code
        catch (Exception e) {
        }",5,4,4,4
,26012709,"new Thread(){
    public void run() {

        try {
            irc_bot.initiate(server, ports);
        } catch (Exception e) {
            e.printStackTrace();
        }

    }}.start();
","`new Thread() { // Creating a new thread`
    public void run() { // Overriding the run method of Thread class

        try {
            // Attempting to initiate the IRC bot
            irc_bot.initiate(server, ports);
        } catch (Exception e) {
            e.printStackTrace(); // Printing any exceptions that occurred during initiation
        }

    }
}.start(); // Starting the newly created thread",5,5,4,5
,21831721,"@Transactional(propagation = Propagation.REQUIRES_NEW)
private void readRowFromExcel(Row row){

    for(Row row : sheet){

        Customer customer = readCustomerFromExcel(row)
        CustomerDeatails customerDetails = readCustomerDetailsFromExcel(row);
        MyEntity myEntity = readMyEntityFromExcel(row);


        customerService.save(customer,customerDetails);
        myEntityService.save(myEntity)
    }   

}
","```java
@Transactional(propagation = Propagation.REQUIRES_NEW) // Start a new transaction for each row
private void readRowFromExcel(Row row) {

    for (Row row : sheet) { // Iterate over each row in the sheet

        Customer customer = readCustomerFromExcel(row); // Read customer details from the row
        CustomerDetails customerDetails = readCustomerDetailsFromExcel(row); // Read customer details from the row
        MyEntity myEntity = readMyEntityFromExcel(row); // Read myEntity details from the row

        // Save customer and customer details
        customerService.save(customer, customerDetails); // Save customer and customer details to the database

        // Save myEntity
        myEntityService.save(myEntity); // Save myEntity to the database
    }
}
```",4,3,4,2
,25757655,"@POST
@Path(""/{uuid}/invoke/{method}"")
@Consumes(MediaType.APPLICATION_FORM_URLENCODED)
public Response invokeMethod (
    MultivaluedMap<String,String> params,
    @PathParam(""uuid"") String uuid,
    @PathParam(""method"") String method
) {
","@POST
@Path(""/{uuid}/invoke/{method}"") // This annotation maps HTTP POST requests to the URI path specified in braces
@Consumes(MediaType.APPLICATION_FORM_URLENCODED) // This annotation consumes form-encoded data in the request body
public Response invokeMethod(
        // The following line takes the form-encoded data from the request and stores it in a MultivaluedMap
        MultivaluedMap<String, String> params,
        // This line extracts the UUID parameter from the URI path
        @PathParam(""uuid"") String uuid,
        // This line extracts the method parameter from the URI path
        @PathParam(""method"") String method
) {
        // This line processes the request and generates a response
        return Response.ok().entity(""Invoked method: "" + method + "" on UUID: "" + uuid).build();
}",5,5,4,4
,12880049,"import java.lang.Math;

public class Homework2 {
public static void main(String[] args){

    int d1 = (int) (Math.random()*(10-3+1)+3);
    int d2 = (int) (Math.random()*(10-3+1)+3);

    double doubMatrix1[][] = new double[d1][d2];
    double doubMatrix2[][];
    double doubMatrix3[][];


}
}
","```java
import java.lang.Math;

public class Homework2 {
    public static void main(String[] args) {

        // Generate two random integers between 3 and 10 (inclusive) for the dimensions of the matrices
        int d1 = (int) (Math.random() * (10 - 3 + 1) + 3);
        int d2 = (int) (Math.random() * (10 - 3 + 1) + 3);

        // Declare the first double precision matrix with dimensions d1 x d2
        double doubMatrix1[][] = new double[d1][d2];
        
        // Declare the second double precision matrix
        double doubMatrix2[][];
        
        // Declare the third double precision matrix                                                                                            
        double doubMatrix3[][];

        // ... The rest of your code goes here
    }
}
```",5,4,4,4
,19821542,"String s = response.toString();
JsonArray json = JsonArray.readFrom(s);
for (int i = 0; i < json.size(); i++) {
    JsonObject show = json.get(i).asObject();
    int episode = show.get(""episode"").asInt();
    String time = show.get(""first_aired_iso"").asString();
    System.out.println(""Episode "" + episode + "" - "" + time);
}
","```java
String s = response.toString();                     // Convert the API response to a String
JsonArray json = JsonArray.readFrom(s);            // Parse the String response as a JSON array
for (int i = 0; i < json.size(); i++) {           // Iterate through each element in the JSON array
    JsonObject show = json.get(i).asObject();     // Get the current element as a JSON object
    int episode = show.get(""episode"").asInt();     // Extract the ""episode"" field as an integer
    String time = show.get(""first_aired_iso"").asString();  // Extract the ""first_aired_iso"" field as a String
    System.out.println(""Episode "" + episode + "" - "" + time);  // Print the episode and time
}
```",5,4,4,5
,44756739,"

def map1 = [:]
map1['abcd'] = '1.2.3'
map1['xyx'] = '4.6.3'

def map2 = [:]
map2['abcd'] = '1.2.6'
map2['xyx'] = '4.6.3'

map1.each{k1,v1->
    def v2 = map2[k1]
    if(v1!=v2) println ""the value of $k1 in list1 `$v1` is ""+( v1>v2 ? ""greater"" : ""less"" ) +"" then `$v2` in list2""
}
","```java
def map1 = [:]  // Create an empty map
map1['abcd'] = '1.2.3'  // Add a key-value pair to the map
map1['xyx'] = '4.6.3'   // Add another key-value pair

def map2 = [:] // Create another empty map
map2['abcd'] = '1.2.6'  // Add key-value pairs to the new map
map2['xyx'] = '4.6.3'

map1.each{k1,v1->  // Iterate over the first map
    def v2 = map2[k1]  // Get the value for the same key in the second map
    if(v1!=v2) // Compare the values
        println ""the value of $k1 in list1 `$v1` is ""+( v1>v2 ? ""greater"" : ""less"" ) +"" then `$v2` in list2""  // Print a message if the values are different
}
```",5,4,4,4
,28481984,"ArrayList<Integer> myInts = new ArrayList<Integer>();
myInts.add(1);
myInts.add(2);
myInts.add(3);
myInts.add(4);
int i = myInts.get(r.nextInt(myInts.size())); 
myInts.remove(3);
int j = myInts.get(r.nextInt(myInts.size())); 
","//ArrayList to store integers
ArrayList<Integer> myInts = new ArrayList<Integer>();

//Adding integers to the ArrayList
myInts.add(1);
myInts.add(2);
myInts.add(3);
myInts.add(4);

//Getting a random number within the size of the ArrayList
int r = new Random().nextInt(myInts.size()); 

//Getting an integer from the ArrayList using the random number index
int i = myInts.get(r.nextInt(myInts.size())); 

//Removing an element from the ArrayList using index 3
myInts.remove(3);

//Getting an integer from the ArrayList using the random number index
int j = myInts.get(r.nextInt(myInts.size()));",5,4,4,4
,57183162,"@Bean
public RedisMessageListenerContainer redisMessageListenerContainer() {
    RedisMessageListenerContainer mlc = new RedisMessageListenerContainer();

    mlc.setConnectionFactory(lettuceConnectionFactory());
    mlc.addMessageListener(new MessageListenerAdapter(redisMsgHandler), 
                           new ChannelTopic(""pubsub:queue"");


    mlc.addMessageListener(new MessageListenerAdapter(redisMsgHandlerAnother), 
                           new ChannelTopic(""pubsub:Otherqueue"");

    return mlc;
}
","```java
@Bean
public RedisMessageListenerContainer redisMessageListenerContainer() {
    // Initializes a new RedisMessageListenerContainer
    RedisMessageListenerContainer mlc = new RedisMessageListenerContainer();

    // Sets the connection factory for the message listener container
    mlc.setConnectionFactory(lettuceConnectionFactory());
    
    // Adds a message listener for the ""pubsub:queue"" channel
    // MessageListenerAdapter will delegate message handling to redisMsgHandler instance.
    mlc.addMessageListener(new MessageListenerAdapter(redisMsgHandler), new ChannelTopic(""pubsub:queue""));

    // Adds a message listener for the ""pubsub:Otherqueue"" channel
    // MessageListenerAdapter will delegate message handling to redisMsgHandlerAnother instance.
    mlc.addMessageListener(new MessageListenerAdapter(redisMsgHandlerAnother), new ChannelTopic(""pubsub:Otherqueue""));

    return mlc;
}
```",5,5,4,5
,22156060,"
 public void complexMethod() {}
","```java
public void complexMethod() {
  // this method performs a complex operation
  doSomething();
  
  // this condition checks if a certain condition is met
  if (condition) {
    // this block of code is executed if the condition is met
    doSomethingElse();
  } else {
    // this block of code is executed if the condition is not met
    doSomethingDifferent();
  }
}
```",5,4,3,4
,21125320,"JButton myButton = new JButton();
myButton.setActionCommand(""myButtonCommand"");

public void actionPerformed(ActionEvent ae) {
  String actionCommand = ae.getActionCommand();
  if (actionCommand.equals(""myButtonCommand"")) {

  }
}
","JButton myButton = new JButton(); // Creates a new JButton object called ""myButton"".
myButton.setActionCommand(""myButtonCommand""); // Sets the action command for myButton to ""myButtonCommand"".

public void actionPerformed(ActionEvent ae) { // Defines an action listener method to handle button clicks.
  String actionCommand = ae.getActionCommand(); // Retrieves the action command from the ActionEvent object.
  if (actionCommand.equals(""myButtonCommand"")) { // Checks if the action command matches the value set in `myButton.setActionCommand()`.

  }
}",5,4,4,4
,40138814,"    LocalDate minDate = LocalDate.of(2000, Month.JANUARY, 1);
    LocalDate maxDate = LocalDate.of(2014, Month.DECEMBER, 31);
    DatePicker picker = new DatePicker(minDate.plusYears(2));
    picker.setDayCellFactory((p) -> new DateCell() {
        @Override
        public void updateItem(LocalDate ld, boolean bln) {
            super.updateItem(ld, bln);
            setDisable(ld.isBefore(minDate) || ld.isAfter(maxDate));
        }
    });
    Platform.runLater(() -> {
        picker.getEditor().clear();
    });
","    LocalDate minDate = LocalDate.of(2000, Month.JANUARY, 1); // Minimum selectable date
    LocalDate maxDate = LocalDate.of(2014, Month.DECEMBER, 31); // Maximum selectable date
    // Create a DatePicker with the minimum date set to 2 years after the start date
    DatePicker picker = new DatePicker(minDate.plusYears(2));
    // Set a lambda expression as the DayCellFactory to control the cell behaviour
    picker.setDayCellFactory((p) -> new DateCell() {
        @Override
        public void updateItem(LocalDate ld, boolean bln) {
            super.updateItem(ld, bln);
            // Disable the cell if the date is before the minimum or after the maximum
            setDisable(ld.isBefore(minDate) || ld.isAfter(maxDate));
        }
    });
    // Clear the editor to remove any existing text
    Platform.runLater(() -> {
        picker.getEditor().clear();
    });",5,4,4,5
